0.000000 0.000000 0.000000
0.000000 0.003906 0.040854
0.000000 0.007812 -0.030674
0.000000 0.011719 -0.032189
0.000000 0.015625 0.038549
0.000000 0.019531 -0.066779
0.000000 0.023438 0.058289
0.000000 0.027344 0.005998
0.000000 0.031250 0.010394
0.000000 0.035156 0.079495
0.000000 0.039062 -0.054240
0.000000 0.042969 0.118445
0.000000 0.046875 -0.019921
0.000000 0.050781 0.040410
0.000000 0.054688 0.063709
0.000000 0.058594 -0.015058
0.000000 0.062500 -0.019269
0.000000 0.066406 -0.085144
0.000000 0.070312 -0.048876
0.000000 0.074219 -0.017877
0.000000 0.078125 0.002762
0.000000 0.082031 -0.012989
0.000000 0.085938 0.003472
0.000000 0.089844 -0.083262
0.000000 0.093750 0.073006
0.000000 0.097656 -0.050487
0.000000 0.101562 -0.019531
0.000000 0.105469 0.040397
0.000000 0.109375 0.002263
0.000000 0.113281 -0.081500
0.000000 0.117188 0.067753
0.000000 0.121094 0.014439
0.000000 0.125000 -0.001057
0.000000 0.128906 0.080886
0.000000 0.132812 0.032120
0.000000 0.136719 -0.072325
0.000000 0.140625 0.039481
0.000000 0.144531 -0.002746
0.000000 0.148438 -0.049612
0.000000 0.152344 0.093612
0.000000 0.156250 0.107583
0.000000 0.160156 -0.017263
0.000000 0.164062 0.064683
0.000000 0.167969 -0.016896
0.000000 0.171875 0.021468
0.000000 0.175781 -0.027799
0.000000 0.179688 -0.104306
0.000000 0.183594 0.052331
0.000000 0.187500 -0.033302
0.000000 0.191406 -0.135287
0.000000 0.195312 0.006499
0.000000 0.199219 -0.039160
0.000000 0.203125 0.043713
0.000000 0.207031 -0.046570
0.000000 0.210938 0.047957
0.000000 0.214844 0.008111
0.000000 0.218750 -0.012601
0.000000 0.222656 -0.044857
0.000000 0.226562 -0.083999
0.000000 0.230469 -0.009019
0.000000 0.234375 0.068277
0.000000 0.238281 0.091855
0.000000 0.242188 -0.000850
0.000000 0.246094 -0.034788
0.000000 0.250000 0.012155
0.000000 0.253906 -0.099637
0.000000 0.257812 0.010339
0.000000 0.261719 0.045984
0.000000 0.265625 -0.035713
0.000000 0.269531 0.039350
0.000000 0.273438 -0.082900
0.000000 0.277344 -0.003578
0.000000 0.281250 0.098418
0.000000 0.285156 -0.027622
0.000000 0.289062 0.038175
0.000000 0.292969 0.010865
0.000000 0.296875 -0.052333
0.000000 0.300781 0.060248
0.000000 0.304688 0.006099
0.000000 0.308594 -0.029237
0.000000 0.312500 -0.015203
0.000000 0.316406 -0.010771
0.000000 0.320312 0.097721
0.000000 0.324219 -0.035175
0.000000 0.328125 0.034471
0.000000 0.332031 -0.113682
0.000000 0.335938 -0.007122
0.000000 0.339844 -0.053596
0.000000 0.343750 0.028226
0.000000 0.347656 0.022234
0.000000 0.351562 -0.028572
0.000000 0.355469 0.006018
0.000000 0.359375 0.014287
0.000000 0.363281 -0.012912
0.000000 0.367188 -0.017599
0.000000 0.371094 0.023936
0.000000 0.375000 0.002994
0.000000 0.378906 -0.033296
0.000000 0.382812 0.073322
0.000000 0.386719 0.023743
0.000000 0.390625 0.072891
0.000000 0.394531 -0.035756
0.000000 0.398438 0.077501
0.000000 0.402344 0.038552
0.000000 0.406250 0.069917
0.000000 0.410156 -0.072889
0.000000 0.414062 0.075553
0.000000 0.417969 -0.019804
0.000000 0.421875 0.007931
0.000000 0.425781 -0.018149
0.000000 0.429688 -0.076879
0.000000 0.433594 0.079947
0.000000 0.437500 -0.111441
0.000000 0.441406 0.048742
0.000000 0.445312 0.062893
0.000000 0.449219 -0.032470
0.000000 0.453125 0.028119
0.000000 0.457031 0.006037
0.000000 0.460938 0.056987
0.000000 0.464844 -0.010448
0.000000 0.468750 -0.022868
0.000000 0.472656 0.038469
0.000000 0.476562 0.007836
0.000000 0.480469 -0.023596
0.000000 0.484375 0.022870
0.000000 0.488281 -0.045727
0.000000 0.492188 -0.028675
0.000000 0.496094 0.033061
0.000000 0.500000 0.028541
0.000000 0.503906 -0.057474
0.000000 0.507812 0.058016
0.000000 0.511719 -0.005012
0.000000 0.515625 -0.023408
0.000000 0.519531 -0.076411
0.000000 0.523438 0.003933
0.000000 0.527344 -0.052523
0.000000 0.531250 -0.032279
0.000000 0.535156 -0.145115
0.000000 0.539062 0.039630
0.000000 0.542969 0.042131
0.000000 0.546875 -0.046805
0.000000 0.550781 0.002511
0.000000 0.554688 0.044691
0.000000 0.558594 0.007668
0.000000 0.562500 0.044570
0.000000 0.566406 -0.011448
0.000000 0.570312 0.082235
0.000000 0.574219 -0.053807
0.000000 0.578125 0.029590
0.000000 0.582031 0.020466
0.000000 0.585938 -0.011434
0.000000 0.589844 0.061593
0.000000 0.593750 -0.104529
0.000000 0.597656 0.027831
0.000000 0.601562 -0.092693
0.000000 0.605469 0.096274
0.000000 0.609375 -0.013868
0.000000 0.613281 -0.001181
0.000000 0.617188 -0.041824
0.000000 0.621094 0.072340
0.000000 0.625000 0.069525
0.000000 0.628906 -0.062029
0.000000 0.632812 0.048219
0.000000 0.636719 -0.055046
0.000000 0.640625 0.029199
0.000000 0.644531 -0.034431
0.000000 0.648438 0.119030
0.000000 0.652344 0.026568
0.000000 0.656250 -0.020167
0.000000 0.660156 -0.017482
0.000000 0.664062 0.056838
0.000000 0.667969 0.010297
0.000000 0.671875 -0.057531
0.000000 0.675781 0.058939
0.000000 0.679688 -0.127317
0.000000 0.683594 -0.017244
0.000000 0.687500 -0.000292
0.000000 0.691406 -0.091737
0.000000 0.695312 -0.040432
0.000000 0.699219 -0.080138
0.000000 0.703125 -0.014602
0.000000 0.707031 -0.041105
0.000000 0.710938 -0.002932
0.000000 0.714844 0.074137
0.000000 0.718750 -0.059253
0.000000 0.722656 -0.021916
0.000000 0.726562 -0.001813
